Sample        Spectrum      Background    Delta
 285           24079         13            24065 
 286           24245         13            24231 
 287           24379         13            24365 
 288           24486         13            24472 
 289           24571         13            24557 
 290           24687         13            24673 
 291           24708         13            24694 
 292           24776         13            24762 
 293           24860         13            24846 
 294           24959         13            24945 
 295           25099         13            25085 
 296           25287         13            25273 
 297           25270         13            25256 
 298           25381         13            25367 
 299           25419         13            25405 
 300           25239         13            25225 
 301           25190         13            25176 
 302           25143         13            25129 
 303           24828         13            24814 
 304           24293         13            24279 
 305           23460         13            23446 
 306           21974         13            21960 
 307           19655         13            19641 
 308           17235         13            17221 
 309           16083         13            16069 
 310           16887         13            16873 
 311           18839         13            18825 
 312           20915         13            20901 
 313           22774         13            22760 
 314           24334         13            24320 
 315           25438         13            25424 
 316           26358         13            26344 
 317           26982         13            26968 
 318           27541         13            27527 
 319           27900         13            27886 
 320           28372         13            28358 
 321           28785         13            28771 
 322           29072         13            29058 
 323           29444         13            29430 
 324           29529         13            29515 
 325           29795         13            29781 
 326           30101         13            30087 
 327           30253         13            30239 
 328           30349         13            30335 
 329           30332         13            30318 
 330           30698         13            30684 
 331           30919         13            30905 
 332           31403         13            31389 
 333           31763         13            31749 
 334           32202         13            32188 
 335           32680         13            32666 
 336           33111         13            33097 
 337           33720         13            33706 
 338           34550         13            34536 
 339           35206         13            35192 
 340           35995         13            35981 
 341           36758         13            36744 
 342           37450         13            37436 
 343           38448         13            38434 
 344           39251         13            39237 
 345           40273         13            40259 
 346           41203         13            41189 
 347           42164         13            42150 
 348           43124         13            43110 
 349           43903         13            43889 
 350           44976         13            44962 
 351           45860         13            45846 
 352           46818         13            46804 
 353           47740         13            47726 
 354           48544         13            48530 
 355           49129         13            49115 
 356           49777         13            49763 
 357           50264         13            50250 
 358           50683         13            50669 
 359           51023         13            51009 
 360           51365         13            51351 
 361           51629         13            51615 
 362           51869         13            51855 
 363           51981         13            51967 
 364           52041         13            52027 
 365           52171         13            52157 
 366           52308         13            52294 
 367           52189         13            52175 
 368           52087         13            52073 
 369           52035         13            52021 
 370           51534         13            51520 
 371           50677         13            50663 
 372           48912         13            48898 
 373           45613         13            45599 
 374           41056         13            41042 
 375           36616         13            36602 
 376           34979         13            34965 
 377           36307         13            36293 
 378           38309         13            38295 
 379           40199         13            40185 
 380           41778         13            41764 
 381           42788         13            42774 
 382           43524         13            43510 
 383           44014         13            44000 
 384           44064         13            44050 
 385           43954         13            43940 
 386           44073         13            44059 
 387           44182         13            44168 
 388           44308         13            44294 
 389           44562         13            44548 
 390           44793         13            44779 
 391           44912         13            44898 
 392           45486         13            45472 
 393           46083         13            46069 
 394           46952         13            46938 
 395           47895         13            47881 
 396           48957         13            48943 
 397           50251         13            50237 
 398           51889         13            51875 
 399           53838         13            53824 
 400           55628         13            55614 
 401           57678         13            57664 
 402           59722         13            59708 
 403           61711         13            61697 
 404           64205         13            64191 
 405           66242         13            66228 
 406           68135         13            68121 
 407           70106         13            70092 
 408           71842         13            71828 
 409           73417         13            73403 
 410           74900         13            74886 
 411           76242         13            76228 
 412           76977         13            76963 
 413           78061         13            78047 
 414           79207         13            79193 
 415           79911         13            79897 
 416           81273         13            81259 
 417           82391         13            82377 
 418           83154         13            83140 
 419           84407         13            84393 
 420           85348         13            85334 
 421           85895         13            85881 
 422           86692         13            86678 
 423           87042         13            87028 
 424           86679         13            86665 
 425           86157         13            86143 
 426           85171         13            85157 
 427           83525         13            83511 
 428           82088         13            82074 
 429           80395         13            80381 
 430           78453         13            78439 
 431           76382         13            76368 
 432           74211         13            74197 
 433           72299         13            72285 
 434           70857         13            70843 
 435           69396         13            69382 
 436           67908         13            67894 
 437           67003         13            66989 
 438           65951         13            65937 
 439           64850         13            64836 
 440           64459         13            64445 
 441           64079         13            64065 
 442           63836         13            63822 
 443           63688         13            63674 
 444           63826         13            63812 
 445           64080         13            64066 
 446           64809         13            64795 
 447           65965         13            65951 
 448           66935         13            66921 
 449           68423         13            68409 
 450           70039         13            70025 
 451           72017         13            72003 
 452           74724         13            74710 
 453           77426         13            77412 
 454           79637         13            79623 
 455           82340         13            82326 
 456           84611         13            84597 
 457           85887         13            85873 
 458           87055         13            87041 
 459           88196         13            88182 
 460           88906         13            88892 
 461           89663         13            89649 
 462           90317         13            90303 
 463           90802         13            90788 
 464           91681         13            91667 
 465           92586         13            92572 
 466           93935         13            93921 
 467           95595         13            95581 
 468           97309         13            97295 
 469           99565         13            99551 
 470           102795        13            102781 
 471           105625        13            105611 
 472           108474        13            108460 
 473           111507        13            111493 
 474           114133        13            114119 
 475           115647        13            115633 
 476           116704        13            116690 
 477           116560        13            116546 
 478           114570        13            114556 
 479           112406        13            112392 
 480           109297        13            109283 
 481           105935        13            105921 
 482           102468        13            102454 
 483           99358         13            99344 
 484           96152         13            96138 
 485           93368         13            93354 
 486           90535         13            90521 
 487           87594         13            87580 
 488           85492         13            85478 
 489           82493         13            82479 
 490           78638         13            78624 
 491           74103         13            74089 
 492           71251         13            71237 
 493           71836         13            71822 
 494           74131         13            74117 
 495           76168         13            76154 
 496           77802         13            77788 
 497           79339         13            79325 
 498           80581         13            80567 
 499           81840         13            81826 
 500           83397         13            83383 
 501           84709         13            84695 
 502           85393         13            85379 
 503           84858         13            84844 
 504           82615         13            82601 
 505           80518         13            80504 
 506           80137         13            80123 
 507           80378         13            80364 
 508           80120         13            80106 
 509           80200         13            80186 
 510           79758         13            79744 
 511           79044         13            79030 
 512           78756         13            78742 
 513           77655         13            77641 
 514           76410         13            76396 
 515           75003         13            74989 
 516           73492         13            73478 
 517           73127         13            73113 
 518           73865         13            73851 
 519           75244         13            75230 
 520           77841         13            77827 
 521           81415         13            81401 
 522           85280         13            85266 
 523           89076         13            89062 
 524           93161         13            93147 
 525           96510         13            96496 
 526           98554         13            98540 
 527           98990         13            98976 
 528           94222         13            94208 
 529           83944         13            83930 
 530           76981         13            76967 
 531           77420         13            77406 
 532           79971         13            79957 
 533           81042         13            81028 
 534           80773         13            80759 
 535           79816         13            79802 
 536           78517         13            78503 
 537           76517         13            76503 
 538           74555         13            74541 
 539           72853         13            72839 
 540           70903         13            70889 
 541           68947         13            68933 
 542           67396         13            67382 
 543           65033         13            65019 
 544           62018         13            62004 
 545           58959         13            58945 
 546           56259         13            56245 
 547           53479         13            53465 
 548           51166         13            51152 
 549           49044         13            49030 
 550           46568         13            46554 
 551           44074         13            44060 
 552           41455         13            41441 
 553           38914         13            38900 
 554           36738         13            36724 
 555           34579         13            34565 
 556           32694         13            32680 
 557           31314         13            31300 
 558           30042         13            30028 
 559           28888         13            28874 
 560           27939         13            27925 
 561           26911         13            26897 
 562           25821         13            25807 
 563           24244         13            24230 
 564           23007         13            22993 
 565           22365         13            22351 
 566           21838         13            21824 
 567           21184         13            21170 
 568           20136         13            20122 
 569           18609         13            18595 
 570           16846         13            16832 
 571           15511         13            15497 
 572           14810         13            14796 
 573           14179         13            14165 
 574           13908         13            13894 
 575           14229         13            14215 
 576           14841         13            14827 
 577           15118         13            15104 
 578           14976         13            14962 
 579           14450         13            14436 
 580           13689         13            13675 
 581           12476         13            12462 
 582           10978         13            10964 
 583           9589          13            9575 
 584           8383          13            8369 
 585           7309          13            7295 
 586           6297          13            6283 
 587           5353          13            5339 
 588           4470          13            4456 
 589           3803          13            3789 
 590           3155          13            3141 
 591           2561          13            2547 
 592           2161          13            2147 
