Sample        Spectrum      Background    Delta
 448           6381.5        46            6334 
 449           6154.5        46            6107 
 450           5908          46            5861 
 451           5765.5        46            5718 
 452           5669          46            5622 
 453           5713          46            5666 
 454           5511          46            5464 
 455           5572          46            5525 
 456           5165          46            5118 
 457           5323          46            5276 
 458           5077          46            5030 
 459           4958.5        46            4911 
 460           4879          46            4832 
 461           4540          46            4493 
 462           4628          46            4581 
 463           4421.5        46            4374 
 464           4350.5        46            4303 
 465           4054          46            4007 
 466           3899          46            3852 
 467           3865          46            3818 
 468           3721          46            3674 
 469           3640          46            3593 
 470           3558.5        46            3511 
 471           3496          46            3449 
 472           3423          46            3376 
 473           3479.5        46            3432 
 474           3742          46            3695 
 475           3742          46            3695 
 476           3825.5        46            3778 
 477           3814          46            3767 
 478           3972.5        46            3925 
 479           4225          46            4178 
 480           4092.5        46            4045 
 481           4126          46            4079 
 482           3927          46            3880 
 483           4100.5        46            4053 
 484           4103          46            4056 
 485           4312.5        46            4265 
 486           4223.5        46            4176 
 487           3948          46            3901 
 488           3955          46            3908 
 489           3866.5        46            3819 
 490           3793          46            3746 
 491           3642          46            3595 
 492           3545.5        46            3498 
 493           3276          46            3229 
 494           3191          46            3144 
 495           2868.5        46            2821 
 496           2812          46            2765 
 497           2801.5        46            2754 
 498           2641          46            2594 
 499           2861          46            2814 
 500           3004          46            2957 
 501           3042.5        46            2995 
 502           2932          46            2885 
 503           3131          46            3084 
 504           2982          46            2935 
 505           3048.5        46            3001 
 506           2796.5        46            2749 
 507           2761.5        46            2714 
 508           2710          46            2663 
 509           2717          46            2670 
 510           2948          46            2901 
 511           2864.5        46            2817 
 512           2748.5        46            2701 
 513           2862          46            2815 
 514           3185          46            3138 
 515           3222.5        46            3175 
 516           3267.5        46            3220 
 517           3097          46            3050 
 518           3169.5        46            3122 
 519           3237.5        46            3190 
 520           3196          46            3149 
 521           3029.5        46            2982 
 522           2685          46            2638 
 523           2822          46            2775 
 524           2749          46            2702 
 525           2718          46            2671 
 526           2530          46            2483 
 527           2503          46            2456 
 528           2134.5        46            2087 
 529           1920.003      46            1873 
 530           1812.996      46            1766 
 531           1683.001      46            1636 
 532           1558          46            1511 
 533           1459.999      46            1413 
 534           1500          46            1453 
 535           1513.998      46            1467 
 536           1505.502      46            1458 
 537           1336.503      46            1289 
 538           1326.003      46            1279 
 539           1360.498      46            1313 
 540           1251.503      46            1204 
 541           1303.999      46            1257 
 542           1210.001      46            1163 
 543           1241          46            1194 
 544           1129          46            1082 
 545           1225.999      46            1179 
 546           1218.997      46            1172 
 547           1189.999      46            1143 
 548           1067.5        46            1020 
 549           1297.503      46            1250 
 550           1371          46            1324 
 551           1444.5        46            1397 
 552           1387.501      46            1340 
 553           1361.998      46            1315 
 554           1476.497      46            1429 
 555           1482          46            1435 
 556           1415.001      46            1368 
 557           1357.501      46            1310 
 558           1154.998      46            1108 
 559           1233.998      46            1187 
 560           1237.005      46            1190 
 561           1212.002      46            1165 
 562           1167.001      46            1120 
 563           1133.001      46            1086 
 564           1209          46            1162 
 565           1145.496      46            1098 
 566           1086.498      46            1039 
 567           965.9969      46            919 
 568           1027.502      46            980 
 569           881           46            834 
 570           741.0044      46            694 
 571           796.0023      46            749 
 572           773.9987      46            727 
 573           750.0023      46            703 
 574           656.5018      46            609 
 575           611.5029      46            564 
 576           691.494       46            644 
 577           692.5001      46            645 
 578           637.9999      46            591 
 579           830.0029      46            783 
 580           810.9976      46            764 
 581           902.0002      46            855 
 582           874.5         46            827 
 583           836.0009      46            789 
 584           846.001       46            799 
 585           751.0002      46            704 
 586           795           46            748 
 587           729.0006      46            682 
 588           739.0011      46            692 
 589           639.4994      46            592 
 590           686.9995      46            640 
 591           798.9985      46            752 
 592           681.5006      46            634 
 593           770.4998      46            723 
 594           742.0002      46            695 
 595           720.001       46            673 
 596           748.0016      46            701 
 597           768.9985      46            722 
 598           688.9995      46            642 
 599           756.0011      46            709 
 600           699.9983      46            653 
 601           792.5005      46            745 
 602           755.5013      46            708 
 603           678.9952      46            632 
 604           656.0012      46            609 
 605           587.0016      46            540 
 606           646.5023      46            599 
 607           471.002       46            424 
 608           460.501       46            413 
 609           465           46            418 
 610           386.5006      46            339 
 611           290.0023      46            243 
 612           340.0011      46            293 
 613           329.9974      46            283 
 614           281.9984      46            235 
 615           282.9999      46            236 
 616           297.5024      46            250 
 617           276.0026      46            229 
 618           298.0001      46            251 
 619           258.9998      46            212 
 620           253.5007      46            206 
 621           235.9993      46            189 
 622           238.9982      46            192 
 623           219.9988      46            173 
 624           153.9999      46            107 
 625           188.0007      46            141 
 626           151.9996      46            105 
 627           115.4998      46            68 
 628           78.0022       46            31 
 629           190.9982      46            144 
 630           80.00012      46            33 
 631           27.99939      46           -19 
 632           64.50061      46            17 
 633           113.9969      46            67 
 634          -27.99719      46           -75 
 635           54.00256      46            7 
 636           11.9978       46           -35 
 637          -36.00073      46           -83 
 638           32.99841      46           -14 
 639           23.00049      46           -24 
 640          -28.49719      46           -76 
 641          -18.99829      46           -66 
 642           15.99536      46           -31 
 643           13.50073      46           -34 
 644          -88.99976      46           -136 
 645          -7.997803      46           -55 
 646           20.9989       46           -26 
 647          -76.00317      46           -123 
 648          -25.99939      46           -73 
 649          -37.50262      46           -85 
 650           88.49805      46            41 
 651          -87.99988      46           -135 
 652          -4.999268      46           -52 
 653          -61.49451      46           -109 
 654           22.50037      46           -25 
 655           7.998535      46           -39 
 656          -83.99927      46           -131 
 657           47.0011       46            0 
 658          -21.49939      46           -69 
 659          -17.50293      46           -65 
 660          -3.998657      46           -51 
 661           36.00085      46           -11 
 662          -31.50049      46           -79 
 663          -13.00012      46           -60 
 664          -9.000732      46           -56 
 665          -56.99976      46           -104 
 666           7.500122      46           -40 
 667          -61.50354      46           -109 
 668          -24.49927      46           -72 
 669          -64.00085      46           -111 
 670           30.4989       46           -17 
 671          -20.99805      46           -68 
 672          -16.49829      46           -64 
 673          -62.99976      46           -110 
 674          -20.00146      46           -67 
 675          -18.00061      46           -65 
 676          -42.49683      46           -90 
 677          -25.5          46           -73 
 678           1.501099      46           -46 
 679          -62.00085      46           -109 
 680           23.4989       46           -24 
 681           126           46            79 
 682           42.00024      46           -5 
 683           29.50208      46           -18 
 684           26            46           -21 
 685           2.999878      46           -44 
 686           56.00403      46            9 
 687           31.99939      46           -15 
 688          -4.001831      46           -51 
 689           26.00183      46           -21 
 690           21.00037      46           -26 
 691           27.0033       46           -20 
 692           28.50073      46           -19 
 693          -21.99927      46           -69 
 694          -96.99744      46           -144 
 695          -5.001099      46           -52 
 696          -92.0022       46           -139 
 697           82.00256      46            35 
 698          -2.99939       46           -50 
 699          -51.00122      46           -98 
 700           73.00073      46            26 
 701          -71.00073      46           -118 
 702           14.99854      46           -32 
 703          -30.5          46           -78 
 704           3.997314      46           -43 
 705           6.496826      46           -41 
 706           8.000977      46           -39 
 707           43.00256      46           -4 
 708           47.99915      46            1 
 709           3.998413      46           -43 
 710           101.4966      46            54 
 711           11.49915      46           -36 
 712          -2.002563      46           -49 
 713           93.99988      46            47 
 714           31.495        46           -16 
 715          -40.50116      46           -88 
 716          -44.00012      46           -91 
 717          -52.99927      46           -100 
 718           82.0011       46            35 
 719          -14.99963      46           -62 
 720           76.00232      46            29 
 721           80.49689      46            33 
 722           2.001221      46           -45 
 723           92.99988      46            46 
 724           4.999146      46           -42 
 725           91.99982      46            45 
 726           63.49915      46            16 
 727           60.99792      46            14 
 728           74.00146      46            27 
 729           64.99817      46            18 
 730          -28.99915      46           -76 
 731          -34.00305      46           -81 
 732           61.00146      46            14 
 733           71.00024      46            24 
 734           59.99695      46            13 
 735           70.99988      46            24 
 736           23.00061      46           -24 
 737           99.49939      46            52 
 738           134.9985      46            88 
 739          -6.997314      46           -54 
 740          -106.4983      46           -154 
