Sample        Spectrum      Background    Delta
 634          -162.9976     -8            -156 
 635          -152.9985     -8            -146 
 636          -217.9971     -8            -211 
 637          -144.0026     -8            -137 
 638          -230.9943     -8            -224 
 639          -134.0092     -8            -127 
 640          -148.9969     -8            -142 
 641          -212.4942     -8            -205 
 642          -156.5026     -8            -149 
 643          -169.4988     -8            -162 
 644          -217.9992     -8            -211 
 645          -212.4973     -8            -205 
 646          -207.4996     -8            -200 
 647          -180.0006     -8            -173 
 648          -210.9948     -8            -204 
 649          -154.004      -8            -147 
 650          -175.999      -8            -169 
 651          -131.0014     -8            -124 
 652          -244.4928     -8            -237 
 653          -132.006      -8            -125 
 654          -166.4978     -8            -159 
 655          -173.0007     -8            -166 
 656          -218.4977     -8            -211 
 657          -166.5012     -8            -159 
 658          -197.9971     -8            -191 
 659          -195.5025     -8            -188 
 660          -193.0006     -8            -186 
 661          -210.9979     -8            -204 
 662          -173.5032     -8            -166 
 663          -220.4949     -8            -213 
 664          -167.0049     -8            -160 
 665          -257.4911     -8            -250 
 666          -175.007      -8            -168 
 667          -223.4972     -8            -216 
 668          -242.4996     -8            -235 
 669          -188.0032     -8            -181 
 670          -226.4961     -8            -219 
 671          -193.0049     -8            -186 
 672          -159.0031     -8            -152 
 673          -215.4975     -8            -208 
 674          -208.9987     -8            -202 
 675          -258.5003     -8            -251 
 676          -182.5043     -8            -175 
 677          -145.504      -8            -138 
 678          -186.9974     -8            -180 
 679          -156.5033     -8            -149 
 680          -196.9937     -8            -190 
 681          -110.0059     -8            -103 
 682          -272.4879     -8            -265 
 683          -234.5027     -8            -227 
 684          -227.0003     -8            -220 
 685          -157.5022     -8            -150 
 686          -178.0006     -8            -171 
 687          -179.0029     -8            -172 
 688          -212.4982     -8            -205 
 689          -188.0023     -8            -181 
 690          -186.4984     -8            -179 
 691          -221.4973     -8            -214 
 692          -171.003      -8            -164 
 693          -239.9967     -8            -233 
 694          -197.5017     -8            -190 
 695          -172.0013     -8            -165 
 696          -156.5003     -8            -149 
 697          -233.4958     -8            -226 
 698          -255.9976     -8            -249 
 699          -229.0029     -8            -222 
 700          -140.508      -8            -133 
 701          -192.9963     -8            -186 
 702          -199.0004     -8            -192 
 703          -215.0013     -8            -208 
 704          -135.505      -8            -128 
 705          -224.992      -8            -218 
 706          -273.4994     -8            -266 
 707          -149.0064     -8            -142 
 708          -187.4956     -8            -180 
 709          -260.9934     -8            -254 
 710          -247.4974     -8            -240 
 711          -189.5029     -8            -182 
 712          -267.9953     -8            -261 
 713          -214.0057     -8            -207 
 714          -125.5067     -8            -118 
 715          -256.4923     -8            -249 
 716          -195.507      -8            -188 
 717          -202.4977     -8            -195 
 718          -150.0024     -8            -143 
 719          -178.4967     -8            -171 
 720          -187          -8            -180 
 721          -217.9963     -8            -211 
 722          -224.999      -8            -218 
 723          -281.9954     -8            -275 
 724          -148.5086     -8            -141 
 725          -148.4988     -8            -141 
 726          -198.498      -8            -191 
 727          -222.9969     -8            -216 
 728          -220.0007     -8            -213 
 729          -212.9993     -8            -206 
 730          -130.0062     -8            -123 
 731          -257.493      -8            -250 
 732          -253.0034     -8            -246 
 733          -163.5061     -8            -156 
 734          -227.9951     -8            -221 
 735          -218.5013     -8            -211 
 736          -93.50916     -8            -86 
 737          -183.4956     -8            -176 
 738          -263.494      -8            -256 
 739          -157.507      -8            -150 
 740          -201.0001     -8            -194 
