Sample        Spectrum      Background    Delta
 422           1782.5        46            1735 
 423           1677.007      46            1630 
 424           1475.012      46            1428 
 425           1373.006      46            1326 
 426           1230.009      46            1183 
 427           1129.006      46            1082 
 428           1127          46            1080 
 429           926.5122      46            879 
 430           893.002       46            846 
 431           856.0023      46            809 
 432           1153.982      46            1107 
 433           1300.491      46            1253 
 434           1446.991      46            1400 
 435           1759.981      46            1713 
 436           1890.992      46            1844 
 437           2000.493      46            1953 
 438           2103.994      46            2057 
 439           2161.497      46            2114 
 440           2157.5        46            2110 
 441           2049.007      46            2002 
 442           2270.486      46            2223 
 443           2235.502      46            2188 
 444           2192.503      46            2145 
 445           2176.501      46            2129 
 446           2101.004      46            2054 
 447           2267.49       46            2220 
 448           2231.502      46            2184 
 449           2013.013      46            1966 
 450           1995.501      46            1948 
 451           1982.001      46            1935 
 452           1905.005      46            1858 
 453           1864.002      46            1817 
 454           1955.994      46            1909 
 455           1717.515      46            1670 
 456           1615.006      46            1568 
 457           1682.496      46            1635 
 458           1599.005      46            1552 
 459           1450.009      46            1403 
 460           1347.006      46            1300 
 461           1197.009      46            1150 
 462           1074.007      46            1027 
 463           1008.004      46            961 
 464           948.5036      46            901 
 465           918.0018      46            871 
 466           901.501       46            854 
 467           834.0041      46            787 
 468           766.0042      46            719 
 469           647.0073      46            600 
 470           667.9987      46            621 
 471           543.5076      46            496 
 472           721.4891      46            674 
 473           684.0023      46            637 
 474           738.9967      46            692 
 475           932.4882      46            885 
 476           1086.491      46            1039 
 477           1008.005      46            961 
 478           1206.988      46            1160 
 479           1414.487      46            1367 
 480           1425.499      46            1378 
 481           1431.5        46            1384 
 482           1514.495      46            1467 
 483           1504          46            1457 
 484           1578.495      46            1531 
 485           1693.993      46            1647 
 486           1540.509      46            1493 
 487           1583.997      46            1537 
 488           1431.509      46            1384 
 489           1505.496      46            1458 
 490           1494.001      46            1447 
 491           1295.012      46            1248 
 492           1165.008      46            1118 
 493           996.0103      46            949 
 494           929.0041      46            882 
 495           811.5071      46            764 
 496           738.0045      46            691 
 497           725.0009      46            678 
 498           665.5037      46            618 
 499           796.992       46            750 
 500           863.4959      46            816 
 501           924.9963      46            878 
 502           1092.49       46            1045 
 503           1036.503      46            989 
 504           995.5025      46            948 
 505           1050.997      46            1004 
 506           1059.5        46            1012 
 507           1023.502      46            976 
 508           793.514       46            746 
 509           1009.487      46            962 
 510           1022.499      46            975 
 511           1091.496      46            1044 
 512           1017.505      46            970 
 513           1067.997      46            1021 
 514           1532.472      46            1485 
 515           1428.006      46            1381 
 516           1468.997      46            1422 
 517           1365.506      46            1318 
 518           1317.003      46            1270 
 519           1432.993      46            1386 
 520           1421.001      46            1374 
 521           1465.997      46            1419 
 522           1260.013      46            1213 
 523           1253          46            1206 
 524           1182.004      46            1135 
 525           1174          46            1127 
 526           1080.006      46            1033 
 527           998.505       46            951 
 528           749.0152      46            702 
 529           681.0061      46            634 
 530           650.0001      46            603 
 531           573.5061      46            526 
 532           434.5095      46            387 
 533           429.9997      46            383 
 534           344.5074      46            297 
 535           284.5045      46            237 
 536           316.9985      46            270 
 537           323.9983      46            277 
 538           109.5089      46            62 
 539           137.0015      46            90 
 540           135.5005      46            88 
 541           170.9978      46            124 
 542           163.5008      46            116 
 543           177.0003      46            130 
 544           102.5003      46            55 
 545           227.9904      46            181 
 546           148.0067      46            101 
 547           122.0007      46            75 
 548           176.9954      46            130 
 549           313.4944      46            266 
 550           377.9972      46            331 
 551           491.9899      46            445 
 552           507.4994      46            460 
 553           465.5057      46            418 
 554           682.4841      46            635 
 555           725.9953      46            679 
 556           742.9999      46            696 
 557           553.0179      46            506 
 558           644.9935      46            598 
 559           532.0074      46            485 
 560           702.992       46            656 
 561           658.0016      46            611 
 562           649.9976      46            603 
 563           624.4993      46            577 
 564           484.5112      46            437 
 565           611.993       46            565 
 566           557.5049      46            510 
 567           470.0066      46            423 
 568           424.5024      46            377 
 569           383.9999      46            337 
 570           239.0095      46            192 
 571           278.0015      46            231 
 572           257.4999      46            210 
 573           204.0046      46            157 
 574           131.5017      46            84 
 575           78.00217      46            31 
 576           103.9984      46            57 
 577           189.9982      46            143 
 578           248.9969      46            202 
 579           243.0004      46            196 
 580           247.0004      46            200 
 581           284.5002      46            237 
 582           312.9969      46            266 
 583           285.5034      46            238 
 584           249.0013      46            202 
 585           301.4963      46            254 
 586           217.0067      46            170 
 587           175.505       46            128 
 588           211.9987      46            165 
 589           203.0025      46            156 
 590           280.9937      46            234 
 591           298.9996      46            252 
 592           271.5014      46            224 
 593           241.0033      46            194 
 594           245.9954      46            199 
 595           288.9969      46            242 
 596           372.9924      46            326 
 597           465.9937      46            419 
 598           473.4999      46            426 
 599           414.0027      46            367 
 600           459.9985      46            413 
 601           447.5002      46            400 
 602           406.0006      46            359 
 603           443.9941      46            397 
 604           302.0116      46            255 
 605           252.0017      46            205 
 606           250           46            203 
 607           191.0059      46            144 
 608           251.4925      46            204 
 609           154.0031      46            107 
 610           135.0024      46            88 
 611           91.00427      46            44 
 612           151.4933      46            104 
 613           139.9998      46            93 
 614           152.0006      46            105 
 615           140.001       46            93 
 616           278.4883      46            231 
 617           215.0023      46            168 
 618           174.5022      46            127 
 619           91.00607      46            44 
 620           58.00543      46            11 
 621           152.9916      46            106 
 622           92.0047       46            45 
 623           106.9998      46            60 
 624          -30.98889      46           -78 
 625           1.997864      46           -45 
 626           33.49783      46           -14 
 627          -37.99551      46           -85 
 628           29.99878      46           -17 
 629           33.99854      46           -13 
 630           40.49863      46           -7 
 631          -7.497803      46           -55 
 632          -65.49353      46           -113 
 633          -119.4963      46           -167 
 634          -55.00577      46           -102 
 635          -34.50131      46           -82 
 636          -114.9937      46           -162 
 637          -103.5007      46           -151 
 638          -73.0015       46           -120 
 639          -72.00006      46           -119 
 640          -50.49973      46           -98 
 641          -33.99942      46           -81 
 642          -36.00049      46           -83 
 643          -70.49911      46           -118 
 644          -121.4957      46           -169 
 645          -109.0023      46           -156 
 646          -195.9918      46           -243 
 647          -119.0029      46           -166 
 648          -90.0036       46           -137 
 649          -163.4956      46           -211 
 650          -132.9999      46           -180 
 651          -97.50131      46           -145 
 652          -173.9926      46           -221 
 653          -111.0037      46           -158 
 654          -149.9992      46           -197 
 655          -170.9998      46           -218 
 656          -180.9987      46           -228 
 657          -228.4952      46           -276 
 658          -136.0076      46           -183 
 659          -88.00159      46           -135 
 660          -170.4962      46           -218 
 661          -109.0016      46           -156 
 662          -77.00269      46           -124 
 663          -43.00476      46           -90 
 664          -132.4962      46           -180 
